Well_ID,Soil_Type
40552,KSFC000006
40557,KSFC000002
40610,KSFC000001
40645,KSFC000002
40735,KSFC000006
40747,KSFC000003
40751,KSFC000006
40805,KSFC000007
40805,KSFC000007
40909,KSFC000002
40922,KSFC000004
40932,KSFC000002
40932,KSFC000002
41052,KSFC000004
41093,KSFC000001
41115,KSFC000006
41115,KSFC000001
41157,KSFC000006
41239,KSFC000004
41239,KSFC000004
41298,KSFC000002
41378,KSFC000007
41410,KSFC000004
41410,KSFC000006
41410,KSFC000004
41487,KSFC000006
41490,KSFC000004
41490,KSFC000004
41512,KSFC000007
41534,KSFC000006
41617,KSFC000003
41617,KSFC000003
41658,KSFC000007
41740,KSFC000006
41781,KSFC000001
41904,KSFC000007
42010,KSFC000002
42037,KSFC000004
42099,KSFC000007
42138,KSFC000001
42187,KSFC000007
42247,KSFC000003
42277,KSFC000007
42322,KSFC000007
42339,KSFC000007
42397,KSFC000005
42397,KSFC000003
42410,KSFC000006
42437,KSFC000004
42466,KSFC000006
42476,KSFC000006
42487,KSFC000002
42526,KSFC000002
42558,KSFC000004
42563,KSFC000004
42581,KSFC000004
42591,KSFC000002
42591,KSFC000007
42755,KSFC000007
42768,KSFC000004
42833,KSFC000001
42850,KSFC000004
42859,KSFC000007
42872,KSFC000007
42904,KSFC000006
42947,KSFC000007
42973,KSFC000004
42973,KSFC000004
43047,KSFC000007
43121,KSFC000002
43121,KSFC000002
43121,KSFC000002
43123,KSFC000007
43137,KSFC000004
43180,KSFC000007
43205,KSFC000001
43205,KSFC000001
43217,KSFC000007
43447,KSFC000007
43460,KSFC000007
43467,KSFC000007
43670,KSFC000001
43679,KSFC000004
43680,KSFC000007
43800,KSFC000004
44095,KSFC000006
44225,KSFC000007
44361,KSFC000007
44410,KSFC000006
44509,KSFC000006
44528,KSFC000006
44647,KSFC000004
44818,KSFC000006
44943,KSFC000004
44951,KSFC000004
44988,KSFC000001
44988,KSFC000001
44988,KSFC000001
45054,KSFC000004
45054,KSFC000006
45055,KSFC000004
45057,KSFC000004
45057,KSFC000004
45057,KSFC000004
45057,KSFC000004
45064,KSFC000004
45064,KSFC000006
45086,KSFC000004
45086,KSFC000004
45114,KSFC000005
45137,KSFC000007
45148,KSFC000003
45163,KSFC000006
45169,KSFC000006
45181,KSFC000007
45211,KSFC000004
45266,KSFC000006
45282,KSFC000007
45317,KSFC000002
45349,KSFC000007
45473,KSFC000004
45571,KSFC000005
45579,KSFC000006
45600,KSFC000002
45688,KSFC000004
45700,KSFC000004
45730,KSFC000007
45731,KSFC000004
45803,KSFC000007
45830,KSFC000007
45850,KSFC000007
45921,KSFC000002
45936,KSFC000004
45936,KSFC000004
45936,KSFC000004
45973,KSFC000007
46009,KSFC000004
46106,KSFC000006
46170,KSFC000007
46185,KSFC000004
46215,KSFC000006
46220,KSFC000007
46244,KSFC000004
46257,KSFC000004
46258,KSFC000007
46339,KSFC000004
46339,KSFC000004
46573,KSFC000007
46573,KSFC000002
46573,KSFC000006
46778,KSFC000006
46793,KSFC000004
46798,KSFC000007
46799,KSFC000006
46804,KSFC000004
46846,KSFC000001
47002,KSFC000006
47027,KSFC000007
47072,KSFC000004
47079,KSFC000004
47087,KSFC000004
47087,KSFC000004
47159,KSFC000006
47176,KSFC000006
47192,KSFC000007
47213,KSFC000004
47353,KSFC000001
47353,KSFC000001
47395,KSFC000007
47446,KSFC000007
47447,KSFC000007
47585,KSFC000004
47607,KSFC000007
47633,KSFC000004
47633,KSFC000004
47671,KSFC000001
47724,KSFC000001
47740,KSFC000007
47802,KSFC000007
47809,KSFC000004
47809,KSFC000004
47809,KSFC000004
47809,KSFC000006
47813,KSFC000007
47824,KSFC000007
47842,KSFC000004
47894,KSFC000004
47964,KSFC000007
47997,KSFC000006
48046,KSFC000007
48055,KSFC000004
48059,KSFC000001
48205,KSFC000003
48286,KSFC000002
48302,KSFC000007
48302,KSFC000007
48368,KSFC000007
48368,KSFC000007
48368,KSFC000007
48368,KSFC000007
48382,KSFC000007
48410,KSFC000007
48430,KSFC000007
48458,KSFC000002
48529,KSFC000007
48615,KSFC000006
48635,KSFC000007
48763,KSFC000001
48808,KSFC000004
48812,KSFC000007
48824,KSFC000004
48848,KSFC000007
48848,KSFC000005
48848,KSFC000006
48918,KSFC000007
48963,KSFC000007
49131,KSFC000004
49150,KSFC000004
49150,KSFC000004
49162,KSFC000007
49234,KSFC000006
49244,KSFC000004
49279,KSFC000007
49300,KSFC000006
49300,KSFC000006
49300,KSFC000006
49300,KSFC000004
49300,KSFC000004
49300,KSFC000006
49325,KSFC000007
49338,KSFC000003
49338,KSFC000001
49353,KSFC000007
49421,KSFC000002
49600,KSFC000001
49647,KSFC000006
49695,KSFC000004
49698,KSFC000004
49809,KSFC000001
49874,KSFC000004
50066,KSFC000002
50162,KSFC000006
50251,KSFC000003
50251,KSFC000003
50260,KSFC000004
50457,KSFC000004
50457,KSFC000004
50516,KSFC000004
50650,KSFC000007
50693,KSFC000004
50733,KSFC000006
50777,KSFC000006
50803,KSFC000004
50829,KSFC000004
50838,KSFC000006
50997,KSFC000004
51136,KSFC000007
51187,KSFC000004
51206,KSFC000004
51274,KSFC000004
51274,KSFC000004
51274,KSFC000004
51274,KSFC000004
51274,KSFC000004
51274,KSFC000004
51426,KSFC000007
51495,KSFC000007
51541,KSFC000007
51605,KSFC000003
51695,KSFC000007
51744,KSFC000002
51772,KSFC000001
51790,KSFC000001
51923,KSFC000007
52043,KSFC000007
52043,KSFC000007
52066,KSFC000005
52076,KSFC000007
52086,KSFC000004
52229,KSFC000004
52310,KSFC000006
52362,KSFC000003
52372,KSFC000003
52386,KSFC000001
52402,KSFC000007
52402,KSFC000007
52431,KSFC000001
52525,KSFC000004
52525,KSFC000006
52670,KSFC000005
52670,KSFC000006
52685,KSFC000001
52768,KSFC000007
52820,KSFC000005
52820,KSFC000005
52820,KSFC000005
52820,KSFC000005
52820,KSFC000005
52820,KSFC000005
52903,KSFC000001
52919,KSFC000007
52958,KSFC000006
53008,KSFC000007
53056,KSFC000007
53124,KSFC000001
53137,KSFC000004
53137,KSFC000006
53137,KSFC000004
53167,KSFC000007
53208,KSFC000004
53262,KSFC000002
53474,KSFC000007
53558,KSFC000006
53558,KSFC000006
53558,KSFC000007
53560,KSFC000007
53618,KSFC000002
53633,KSFC000007
53723,KSFC000006
53723,KSFC000001
53840,KSFC000004
53840,KSFC000006
53841,KSFC000004
53953,KSFC000007
54004,KSFC000007
54006,KSFC000007
54007,KSFC000007
54089,KSFC000004
54189,KSFC000007
54214,KSFC000001
54214,KSFC000001
54214,KSFC000001
54252,KSFC000007
54252,KSFC000007
54294,KSFC000007
54321,KSFC000004
54325,KSFC000007
54365,KSFC000007
54372,KSFC000004
54389,KSFC000005
54413,KSFC000004
54413,KSFC000005
54413,KSFC000005
54426,KSFC000004
54426,KSFC000004
54565,KSFC000004
54572,KSFC000005
54622,KSFC000007
54632,KSFC000007
54669,KSFC000001
54759,KSFC000007
54779,KSFC000004
54825,KSFC000004
54825,KSFC000004
54864,KSFC000004
54892,KSFC000006
54901,KSFC000002
54905,KSFC000004
54963,KSFC000004
54963,KSFC000004
55011,KSFC000006
55011,KSFC000006
55025,KSFC000007
60412,KSFC000007
60679,KSFC000002
60712,KSFC000006
60789,KSFC000006
60855,KSFC000003
60907,KSFC000006
60907,KSFC000004
61328,KSFC000007
61420,KSFC000007
61420,KSFC000007
61420,KSFC000007
61744,KSFC000007
